6	1973
12	1533
18	1394
24	1204
30	949
36	929
42	782
48	695
54	634
60	614
72	485
66	547
78	494
84	386
90	439
96	381
102	359
108	324
114	356
120	322
126	278
132	266
138	317
144	277
150	260
156	232
162	239
168	214
174	231
180	214
186	203
192	216
198	189
204	176
210	179
216	176
222	152
228	161
234	179
240	140
246	134
252	141
258	136
264	127
270	120
276	132
282	125
288	113
294	134
300	90
306	115
312	103
318	101
324	99
330	84
336	109
342	86
348	91
354	94
360	82
366	83
372	81
378	82
384	51
390	81
396	72
402	79
408	60
414	82
420	61
426	74
432	72
438	52
444	58
450	55
456	60
462	58
468	52
474	44
480	48
486	39
492	49
498	52
504	48
510	42
516	41
522	29
528	38
534	35
540	29
546	26
552	37
558	24
564	38
570	37
576	23
582	27
588	30
594	33
600	24
606	40
612	21
618	29
624	22
630	19
636	17
642	15
648	19
654	13
660	22
666	21
672	16
678	26
684	16
690	16
696	20
702	16
708	20
714	18
720	20
726	11
732	14
738	20
744	15
750	17
